['hyper_param_list', 'index_of_best', 'score_of_best', 'training_time', 'run_time']
[[0.001, 0.0008, 0.0006, 0.0004, 0.0002, 0.0001, 8e-05], 5, 0.882260000705719, 4996.378471374512, 4999.470880270004]
[2, 0.98211265, 2]
[3, 0.99991775, 3]
[6, 0.9999082, 6]
[7, 1.0, 7]
[2, 0.7969345, 2]
[7, 1.0, 7]
[8, 1.0, 8]
[5, 1.0, 5]
[7, 0.89413476, 9]
[9, 0.9999993, 9]
[4, 0.99806076, 4]
[2, 0.9992637, 2]
[5, 1.0, 5]
[7, 1.0, 7]
[0, 0.9910466, 0]
[5, 1.0, 5]
[2, 0.9999906, 2]
[8, 1.0, 8]
[2, 0.34861818, 6]
[7, 0.99999976, 7]
[8, 1.0, 8]
[0, 0.99999166, 0]
[0, 0.9999999, 0]
[9, 0.9987129, 9]
[9, 0.9999558, 9]
[3, 0.9999993, 3]
[0, 0.9999999, 0]
[8, 1.0, 8]
[2, 0.65836805, 4]
[1, 1.0, 1]
[5, 0.99999976, 5]
[4, 0.8733447, 4]
[1, 1.0, 1]
[9, 0.99907553, 9]
[1, 1.0, 1]
[8, 1.0, 8]
[6, 0.85576123, 6]
[2, 0.5501991, 2]
[1, 1.0, 1]
[2, 0.99990296, 2]
[5, 1.0, 5]
[1, 1.0, 1]
[0, 0.5701259, 0]
[0, 1.0, 0]
[0, 0.99999976, 0]
[1, 1.0, 1]
[6, 0.81354064, 6]
[1, 1.0, 1]
[3, 0.83128005, 6]
[2, 0.9995053, 2]
[2, 0.93469614, 2]
[3, 0.99554753, 4]
[4, 0.5250579, 4]
[1, 1.0, 1]
[3, 0.9862927, 4]
[5, 1.0, 5]
[2, 0.48421085, 0]
[4, 0.8667706, 4]
[7, 0.9999999, 7]
[9, 0.9999999, 9]
[3, 1.0, 3]
[7, 0.99999976, 7]
[2, 0.9993315, 2]
[3, 0.9994802, 3]
[9, 0.94819486, 9]
[0, 1.0, 0]
[9, 0.9999871, 9]
[4, 0.7657858, 4]
[7, 0.9999999, 7]
[4, 0.998664, 4]
[2, 0.9987658, 2]
[0, 0.9994343, 0]
[5, 1.0, 5]
[2, 0.59301573, 2]
[1, 1.0, 1]
[2, 0.99962664, 2]
[1, 1.0, 1]
[3, 0.9999993, 3]
[0, 0.999561, 0]
[9, 0.99978286, 9]
[1, 1.0, 1]
[0, 0.99999976, 0]
[9, 0.999788, 9]
[3, 0.9999995, 3]
[6, 0.79416907, 6]
[7, 1.0, 7]
[9, 0.9999989, 9]
[9, 0.9999726, 9]
[2, 0.60351026, 4]
[4, 0.9149317, 4]
[7, 1.0, 7]
[1, 0.99999964, 1]
[2, 0.99991894, 2]
[3, 0.95553213, 1]
[6, 0.75962067, 6]
[3, 0.9999957, 3]
[2, 0.9135459, 2]
[8, 1.0, 8]
[3, 0.99998224, 3]
[6, 0.9997329, 6]
[1, 1.0, 1]
[1, 1.0, 1]
[0, 0.99992406, 0]
[2, 0.925329, 2]
[9, 0.9979679, 9]
[2, 0.99998724, 2]
[4, 0.79408973, 4]
[0, 0.9979956, 0]
[7, 1.0, 7]
[9, 0.999995, 9]
[8, 1.0, 8]
[4, 0.98393965, 4]
[1, 1.0, 1]
[8, 1.0, 8]
[4, 0.99870086, 4]
[1, 1.0, 1]
[3, 0.9999846, 3]
[1, 1.0, 1]
[6, 0.9994553, 6]
[7, 1.0, 7]
[2, 0.7140368, 2]
[8, 1.0, 8]
[5, 1.0, 5]
[3, 0.63795006, 2]
[0, 0.9958354, 0]
[7, 1.0, 7]
[7, 1.0, 7]
[6, 0.98884135, 6]
[2, 0.95798784, 2]
[7, 1.0, 7]
[6, 0.5232666, 0]
[7, 1.0, 7]
[8, 1.0, 8]
[9, 0.99999964, 9]
[2, 0.9991068, 2]
[9, 0.9999999, 9]
[0, 0.99999285, 0]
[5, 1.0, 5]
[1, 1.0, 1]
[4, 0.99241525, 4]
[2, 0.9908738, 4]
[5, 1.0, 5]
[6, 0.6175877, 6]
[9, 0.99999857, 9]
[2, 0.7291104, 2]
[2, 0.8199261, 6]
[8, 1.0, 8]
[6, 0.99094474, 6]
[2, 0.6887476, 4]
[6, 0.7733155, 2]
[2, 0.76473504, 2]
[7, 0.64737695, 9]
[7, 1.0, 7]
[6, 0.8603186, 6]
[5, 1.0, 5]
[5, 1.0, 5]
[2, 0.51549107, 2]
[8, 1.0, 8]
[5, 1.0, 5]
[2, 0.94798315, 2]
[3, 0.99902093, 3]
[0, 0.9999883, 0]
[4, 0.99899584, 4]
[8, 1.0, 8]
[0, 0.99935263, 0]
[0, 0.99997294, 0]
[6, 0.99998736, 6]
[3, 0.6257633, 3]
[8, 0.9999999, 8]
[9, 0.9998016, 9]
[6, 0.6621085, 6]
[1, 1.0, 1]
[6, 0.97630674, 3]
[0, 0.99996567, 0]
[2, 0.94670564, 2]
[3, 1.0, 3]
[0, 1.0, 0]
[8, 0.9999999, 8]
[3, 1.0, 3]
[7, 1.0, 7]
[4, 0.95115644, 4]
[0, 0.99672604, 0]
[1, 1.0, 1]
[2, 0.53993946, 6]
[4, 0.9745318, 3]
[0, 0.99993813, 0]
[4, 0.46927077, 6]
[6, 0.74765015, 6]
[7, 1.0, 7]
[5, 1.0, 5]
[4, 0.9360098, 4]
[5, 1.0, 5]
[9, 1.0, 9]
[5, 1.0, 5]
[6, 0.9970578, 6]
[5, 1.0, 5]
[5, 1.0, 5]
[1, 1.0, 1]
[9, 0.99999905, 9]
[8, 1.0, 8]
[8, 1.0, 8]
[3, 0.9999969, 3]
[3, 0.80408794, 3]
[6, 0.9991203, 6]
[8, 1.0, 8]
[0, 0.99069923, 0]
[0, 0.9974045, 0]
[2, 0.9638604, 2]
[9, 0.9999529, 9]
[7, 0.99976856, 7]
[7, 0.9942287, 7]
[1, 1.0, 1]
[4, 0.5437249, 3]
[6, 0.4964838, 6]
[6, 0.81053215, 4]
[6, 0.90795153, 2]
[4, 0.92453426, 4]
[7, 0.7214206, 9]
[1, 1.0, 1]
[6, 0.99990726, 6]
[4, 0.9564498, 4]
[5, 0.88966477, 8]
[2, 0.95754135, 2]
[6, 0.9424576, 6]
[5, 1.0, 5]
[6, 1.0, 4]
[2, 0.59769773, 6]
[7, 0.9999999, 7]
[7, 1.0, 7]
[7, 1.0, 7]
[3, 0.9998517, 3]
[3, 0.9996803, 3]
[7, 0.9990447, 7]
[3, 0.44941851, 0]
[7, 1.0, 7]
[1, 1.0, 1]
[3, 1.0, 3]
[7, 1.0, 7]
[2, 0.6020063, 2]
[2, 0.99660206, 2]
[3, 0.99529463, 3]
[4, 0.99936, 4]
[6, 0.54205257, 0]
[3, 0.99980897, 3]
[1, 1.0, 1]
[0, 0.69329625, 6]
[1, 1.0, 1]
[9, 1.0, 9]
[4, 0.98661625, 4]
[9, 0.99999285, 9]
[9, 1.0, 9]
[1, 1.0, 1]
[7, 1.0, 7]
[0, 0.62144226, 8]
[3, 1.0, 3]
[6, 0.802045, 6]
[0, 0.9989453, 0]
[2, 0.8814226, 2]
[4, 0.9926165, 4]
[8, 1.0, 8]
[2, 0.44188496, 0]
[1, 1.0, 1]
[6, 0.9370219, 2]
[2, 0.99993277, 2]
[4, 0.954021, 4]
[4, 0.9235774, 4]
[7, 1.0, 7]
[3, 0.9999405, 3]
[2, 0.8105504, 2]
[6, 0.5600877, 2]
[5, 1.0, 5]
[0, 0.7284218, 0]
[7, 1.0, 7]
[9, 0.99964917, 9]
[4, 0.9176868, 4]
[6, 0.551688, 0]
[9, 0.9999999, 9]
[3, 0.9981956, 3]
[9, 0.99998975, 9]
[8, 0.51453924, 4]
[2, 0.7009264, 2]
[5, 1.0, 5]
[6, 0.60480744, 0]
[0, 0.99894303, 2]
[3, 1.0, 3]
[5, 1.0, 5]
[8, 1.0, 8]
[1, 1.0, 1]
[6, 0.6904899, 6]
[2, 0.99727553, 2]
[6, 0.594671, 6]
[6, 0.95841056, 6]
[4, 0.9994041, 4]
[9, 0.9936759, 9]
[5, 1.0, 5]
[2, 0.48078632, 2]
[0, 0.8271182, 0]
[6, 0.99423707, 4]
[6, 0.99886864, 6]
[1, 1.0, 1]
[2, 0.9918305, 2]
[0, 1.0, 0]
[9, 0.9992539, 9]
[7, 1.0, 7]
[0, 0.9999981, 0]
[4, 0.84598917, 4]
[4, 0.98838496, 4]
[4, 0.43408382, 6]
[6, 0.6323853, 6]
[2, 0.99707174, 2]
[1, 0.690506, 1]
[6, 0.52762854, 0]
[6, 0.99768543, 6]
[7, 1.0, 7]
[6, 0.6992202, 2]
[9, 1.0, 9]
[4, 0.98711395, 4]
[2, 0.99894875, 2]
[1, 1.0, 1]
[5, 1.0, 5]
[4, 0.66335624, 4]
[5, 1.0, 5]
[3, 1.0, 3]
[8, 1.0, 8]
[5, 1.0, 5]
[8, 1.0, 8]
[4, 0.99622005, 4]
[4, 0.99864584, 4]
[8, 1.0, 8]
[9, 0.9994948, 9]
[8, 1.0, 8]
[6, 0.99961674, 6]
[2, 0.99782073, 2]
[4, 0.99916387, 4]
[4, 0.9974281, 4]
[2, 0.8825293, 2]
[4, 0.8644559, 4]
[1, 1.0, 1]
[6, 0.9273186, 6]
[1, 1.0, 1]
[3, 1.0, 3]
[0, 1.0, 0]
[7, 1.0, 9]
[8, 1.0, 8]
[8, 1.0, 8]
[4, 0.7834731, 6]
[5, 1.0, 5]
[3, 0.99999547, 3]
[1, 1.0, 1]
[9, 0.99989355, 9]
[5, 1.0, 5]
[3, 0.98895556, 3]
[3, 0.9999789, 3]
[6, 0.5765251, 0]
[1, 1.0, 1]
[6, 0.47936782, 0]
[2, 0.9989907, 2]
[9, 0.9999628, 9]
[4, 0.9908002, 2]
[0, 1.0, 0]
[6, 0.99256706, 6]
[2, 0.28729948, 3]
[4, 0.89913523, 4]
[2, 0.9999893, 2]
[0, 0.9945756, 0]
[0, 0.99999225, 0]
[0, 0.601025, 3]
[3, 0.9999994, 3]
[8, 1.0, 8]
[2, 0.985957, 2]
[8, 1.0, 8]
[9, 0.9999635, 9]
[4, 0.6445222, 4]
[0, 1.0, 0]
[7, 0.99998164, 7]
[6, 0.65540797, 6]
[4, 0.7141912, 4]
[6, 0.8003483, 4]
[9, 0.99945444, 9]
[2, 0.9408164, 2]
[9, 1.0, 9]
[7, 0.84886855, 5]
[9, 0.9999616, 9]
[3, 1.0, 3]
[7, 0.9999938, 7]
[5, 1.0, 5]
[7, 0.9953548, 7]
[8, 1.0, 8]
[1, 1.0, 1]
[0, 0.9965844, 0]
[0, 1.0, 0]
[3, 0.26524848, 3]
[4, 0.5621761, 4]
[8, 1.0, 8]
[9, 0.99998283, 9]
[7, 1.0, 7]
[9, 0.9999249, 9]
[1, 1.0, 1]
[2, 0.9999857, 2]
[7, 0.9997669, 7]
[3, 0.6823656, 0]
[2, 0.9532242, 2]
[0, 1.0, 0]
[5, 1.0, 5]
[7, 1.0, 7]
[1, 1.0, 1]
[8, 1.0, 8]
[2, 0.5616583, 2]
[2, 0.99982387, 2]
[2, 0.99904376, 2]
[2, 0.9994485, 2]
[4, 0.9895796, 4]
[4, 0.64226466, 2]
[2, 0.32788953, 6]
[1, 1.0, 1]
[9, 0.9999747, 9]
[8, 1.0, 8]
[5, 1.0, 5]
[1, 1.0, 1]
[9, 0.99999857, 9]
[1, 1.0, 1]
[2, 0.7218984, 2]
[8, 1.0, 8]
[3, 0.99998105, 3]
[8, 1.0, 8]
[9, 0.9999826, 9]
[2, 0.99954635, 2]
[4, 0.582871, 4]
[2, 0.56525314, 2]
[8, 1.0, 8]
[6, 0.69108266, 8]
[2, 0.91747874, 2]
[0, 0.9482088, 0]
[5, 1.0, 5]
[8, 1.0, 8]
[8, 1.0, 8]
[5, 1.0, 5]
[3, 0.93061775, 3]
[9, 0.99998736, 9]
[4, 0.99802125, 4]
[3, 1.0, 3]
[4, 0.9635464, 4]
[4, 0.72089374, 4]
[5, 0.99960953, 5]
[1, 1.0, 1]
[0, 0.99895906, 0]
[1, 1.0, 1]
[2, 0.9542766, 2]
[0, 0.9897714, 0]
[2, 0.48956835, 6]
[9, 0.99011225, 9]
[6, 0.9999913, 6]
[1, 1.0, 1]
[5, 1.0, 5]
[1, 1.0, 1]
[1, 1.0, 1]
[1, 1.0, 1]
[9, 0.9998828, 9]
[3, 0.9985293, 3]
[4, 0.9742372, 4]
[5, 1.0, 5]
[3, 0.9845126, 3]
[6, 0.6824548, 6]
[2, 0.9697174, 6]
[6, 0.51853436, 6]
[4, 0.99987817, 4]
[0, 0.9863064, 6]
[0, 0.9999999, 0]
[5, 1.0, 5]
[8, 1.0, 8]
[6, 0.5779099, 3]
[6, 0.7113148, 3]
[4, 0.9983057, 4]
[0, 0.6599233, 6]
[7, 0.999913, 7]
[7, 1.0, 7]
[8, 1.0, 8]
[9, 0.99961334, 9]
[0, 0.96928775, 0]
[3, 0.78743374, 3]
[8, 1.0, 8]
[7, 0.9999999, 7]
[0, 0.5078232, 6]
[7, 1.0, 7]
[9, 0.9999846, 9]
[3, 0.74746954, 3]
[2, 0.81544125, 4]
[0, 0.53905904, 6]
[0, 0.39007354, 6]
[5, 1.0, 5]
[0, 0.97744477, 0]
[1, 1.0, 1]
[1, 1.0, 1]
[5, 1.0, 5]
[9, 0.9999995, 9]
[4, 0.93287116, 4]
[2, 0.85278887, 6]
[5, 1.0, 5]
[7, 1.0, 7]
[8, 1.0, 8]
[1, 1.0, 1]
[2, 0.6604447, 2]
[9, 1.0, 9]
[7, 0.9999472, 7]
[7, 1.0, 7]
[1, 1.0, 1]
[0, 1.0, 0]
[9, 0.9999981, 9]
[0, 0.65345424, 3]
[2, 0.9906944, 2]
[9, 0.9997683, 9]
[0, 0.6655458, 0]
[7, 1.0, 7]
[6, 0.99127483, 6]
[8, 1.0, 8]
[2, 0.99904317, 2]
[7, 1.0, 7]
[0, 0.6180339, 0]
[2, 0.99990153, 2]
[3, 1.0, 3]
[8, 1.0, 8]
[2, 0.99999666, 2]
[2, 0.66456544, 2]
[6, 0.6009994, 6]
[7, 0.9987036, 9]
[3, 0.99994755, 3]
[0, 0.99999547, 0]
[7, 1.0, 7]
[8, 1.0, 8]
[6, 0.59237355, 6]
[2, 0.811235, 2]
[9, 0.9938313, 9]
[4, 0.99768674, 4]
[2, 0.46358496, 2]
[6, 0.9489527, 6]
[2, 0.5037898, 6]
[2, 0.38412514, 8]
[0, 0.9989942, 0]
[4, 0.8594277, 4]
[4, 0.99968004, 4]
[2, 0.88245887, 4]
[7, 0.9998969, 7]
[5, 1.0, 5]
[8, 1.0, 8]
[4, 0.99879634, 4]
[9, 0.99998474, 9]
[1, 1.0, 1]
[0, 0.94868654, 0]
[5, 1.0, 5]
[4, 0.995317, 4]
[4, 0.9996326, 4]
[4, 0.9995815, 4]
[0, 0.64059764, 0]
[0, 0.9995709, 0]
[4, 0.99791807, 4]
[5, 0.99999654, 5]
[6, 0.9995864, 6]
[0, 0.99990916, 0]
[4, 0.90515965, 4]
[5, 1.0, 5]
[4, 0.96431047, 4]
[1, 1.0, 1]
[4, 0.50927454, 3]
[1, 1.0, 1]
[3, 0.86853176, 1]
[2, 0.57856154, 6]
[4, 0.8869741, 4]
[3, 0.99999964, 3]
[8, 1.0, 8]
[2, 0.9997353, 2]
[0, 0.99921465, 8]
[6, 0.4502049, 2]
[7, 0.86496234, 7]
[0, 0.9995771, 0]
[4, 0.9916767, 4]
[0, 0.92213637, 0]
[8, 1.0, 8]
[5, 1.0, 5]
[0, 1.0, 0]
[8, 1.0, 8]
[2, 0.9991947, 2]
[9, 0.99963486, 9]
[6, 0.64045346, 0]
[8, 1.0, 8]
[9, 0.99938893, 9]
[6, 0.99761665, 6]
[4, 0.72541994, 4]
[2, 0.93676156, 2]
[9, 0.9999995, 9]
[2, 0.6951505, 3]
[2, 0.6469832, 4]
[5, 1.0, 5]
[0, 0.9998342, 0]
[9, 0.9999751, 9]
[5, 1.0, 5]
[3, 0.9997998, 3]
[6, 0.9969831, 6]
[6, 0.98897225, 6]
[8, 0.99827266, 8]
[3, 0.99679476, 3]
[3, 0.906854, 3]
[8, 1.0, 8]
[3, 0.9658193, 1]
[6, 0.50689346, 4]
[0, 0.9999621, 0]
[9, 1.0, 9]
[7, 0.99951255, 7]
[9, 0.77294904, 9]
[4, 0.9729561, 4]
[8, 1.0, 8]
[9, 0.9999945, 9]
[1, 1.0, 1]
[3, 0.9193535, 6]
[7, 1.0, 7]
[3, 1.0, 3]
[0, 0.9999999, 0]
[2, 0.61139953, 2]
[6, 0.59307015, 6]
[7, 0.99999607, 7]
[1, 1.0, 1]
[0, 0.98727113, 0]
[0, 0.99961156, 0]
[8, 1.0, 8]
[7, 0.9999604, 5]
[2, 0.99297804, 2]
[6, 0.9863463, 6]
[4, 0.9052138, 6]
[4, 0.6780242, 6]
[4, 0.9929925, 4]
[1, 1.0, 1]
[5, 1.0, 5]
[9, 0.99997175, 9]
[0, 0.99715024, 0]
[0, 0.9999883, 2]
[1, 1.0, 1]
[6, 0.99998844, 6]
[5, 1.0, 5]
[0, 0.86927986, 0]
[0, 0.9722796, 0]
[3, 0.9925634, 3]
[3, 1.0, 3]
[3, 0.99997973, 3]
[8, 1.0, 8]
[1, 1.0, 1]
[1, 1.0, 1]
[8, 0.9999956, 8]
[5, 1.0, 5]
[7, 1.0, 7]
[7, 0.97238976, 7]
[8, 1.0, 8]
[7, 1.0, 7]
[2, 0.89318305, 2]
[0, 0.9996939, 0]
[7, 1.0, 7]
[0, 0.8093718, 3]
[8, 1.0, 8]
[0, 1.0, 0]
[9, 0.9999994, 9]
[7, 1.0, 7]
[6, 0.9999715, 6]
[1, 1.0, 1]
[6, 0.61258847, 2]
[2, 0.89119476, 6]
[4, 0.8297526, 4]
[8, 1.0, 8]
[0, 0.8318589, 0]
[6, 0.95418274, 6]
[3, 1.0, 3]
[6, 0.9677839, 6]
[8, 1.0, 8]
[4, 0.9264248, 4]
[0, 1.0, 0]
[8, 1.0, 8]
[9, 0.999997, 9]
[2, 0.9984914, 2]
[4, 0.9536403, 4]
[5, 1.0, 5]
[9, 0.9999453, 9]
[1, 1.0, 1]
[4, 0.9988469, 4]
[4, 0.8893286, 4]
[9, 0.9999975, 9]
[2, 0.9995047, 2]
[1, 1.0, 1]
[7, 0.9999083, 7]
[9, 0.99996054, 9]
[5, 1.0, 5]
[8, 1.0, 8]
[3, 0.99999046, 1]
[7, 0.9995179, 7]
[7, 1.0, 7]
[1, 1.0, 1]
[1, 1.0, 1]
[1, 1.0, 1]
[2, 0.34225768, 6]
[9, 0.9995826, 9]
[5, 1.0, 5]
[3, 0.999691, 3]
[8, 1.0, 8]
[4, 0.46964946, 4]
[2, 0.9410369, 2]
[9, 0.99773765, 7]
[2, 0.6048719, 4]
[8, 1.0, 8]
[3, 0.99953246, 3]
[2, 0.99260026, 2]
[4, 0.62538505, 4]
[4, 0.9797115, 4]
[7, 1.0, 7]
[1, 1.0, 1]
[4, 0.6236031, 4]
[9, 0.99995077, 9]
[3, 1.0, 3]
[5, 1.0, 5]
[8, 1.0, 8]
[5, 1.0, 5]
[4, 0.8854369, 4]
[7, 1.0, 7]
[2, 0.9892068, 2]
[8, 1.0, 8]
[5, 1.0, 5]
[9, 0.9998273, 9]
[3, 0.9914575, 3]
[3, 1.0, 3]
[6, 0.95328015, 6]
[7, 0.99999726, 7]
[1, 1.0, 1]
[7, 1.0, 7]
[3, 0.9949734, 3]
[5, 0.9999949, 5]
[4, 0.9997925, 4]
[4, 0.7476895, 4]
[5, 1.0, 5]
[8, 1.0, 8]
[3, 0.9990717, 3]
[7, 0.99715024, 7]
[1, 1.0, 1]
[2, 0.9999938, 2]
[6, 0.9945682, 6]
[1, 1.0, 1]
[9, 0.9999956, 9]
[8, 1.0, 8]
[2, 0.9528471, 2]
[7, 1.0, 7]
[1, 1.0, 1]
[3, 0.9810003, 3]
[7, 1.0, 7]
[5, 1.0, 5]
[9, 0.9999095, 9]
[9, 0.99965787, 9]
[1, 1.0, 1]
[8, 1.0, 8]
[4, 0.83570284, 2]
[5, 0.9970651, 5]
[7, 1.0, 7]
[1, 1.0, 1]
[9, 0.99999654, 9]
[8, 0.999371, 8]
[1, 1.0, 1]
[0, 0.72267854, 0]
[0, 0.999977, 0]
[2, 0.5518598, 6]
[1, 1.0, 1]
[7, 1.0, 7]
[1, 1.0, 1]
[1, 1.0, 1]
[5, 1.0, 5]
[7, 1.0, 7]
[1, 1.0, 1]
[5, 1.0, 5]
[2, 0.9953797, 2]
[2, 0.6929672, 2]
[3, 1.0, 3]
[3, 1.0, 3]
[1, 1.0, 1]
[1, 1.0, 1]
[4, 0.80558825, 4]
[9, 0.9999999, 9]
[4, 0.55737174, 4]
[3, 0.9999987, 3]
[7, 1.0, 7]
[7, 1.0, 7]
[6, 0.41021425, 0]
[8, 1.0, 8]
[9, 0.9999999, 9]
[9, 0.99999547, 9]
[6, 0.99690753, 6]
[1, 1.0, 1]
[3, 0.99968076, 3]
[4, 0.9887213, 4]
[0, 0.9999994, 0]
[0, 0.7193895, 0]
[5, 1.0, 5]
[9, 0.99988544, 9]
[6, 0.4092343, 2]
[0, 0.99997747, 0]
[5, 1.0, 5]
[5, 1.0, 5]
[1, 1.0, 1]
[5, 1.0, 5]
[7, 1.0, 7]
[8, 1.0, 8]
[7, 1.0, 7]
[9, 0.9446812, 5]
[3, 0.9919797, 3]
[6, 0.99999905, 6]
[6, 0.5625624, 4]
[0, 1.0, 0]
[2, 0.3717422, 4]
[0, 0.89269465, 0]
[2, 0.91456074, 6]
[0, 0.8033896, 0]
[2, 0.9999931, 2]
[5, 1.0, 5]
[5, 1.0, 5]
[1, 1.0, 1]
[2, 0.99947566, 2]
[0, 0.6378669, 0]
[9, 0.99998593, 9]
[3, 0.99999845, 3]
[7, 1.0, 7]
[8, 0.62556756, 8]
[4, 0.8627311, 6]
[8, 1.0, 8]
[3, 0.9997812, 3]
[4, 0.9974625, 4]
[7, 0.86668324, 7]
[0, 0.8315795, 0]
[7, 1.0, 7]
[4, 0.99772865, 4]
[8, 1.0, 8]
[6, 0.66186213, 0]
[3, 0.9999291, 3]
[4, 0.99821365, 4]
[4, 0.7150113, 4]
[3, 1.0, 3]
[6, 0.7116976, 4]
[9, 0.9999987, 9]
[6, 0.576497, 0]
[6, 0.99198794, 6]
[3, 0.8707904, 4]
[9, 0.9999733, 9]
[1, 1.0, 1]
[8, 1.0, 8]
[1, 1.0, 1]
[7, 0.99903846, 7]
[5, 1.0, 5]
[5, 1.0, 5]
[6, 0.9995814, 6]
[0, 0.70216644, 0]
[2, 0.99976295, 2]
[1, 1.0, 1]
[0, 0.95573264, 0]
[5, 1.0, 5]
[4, 0.94104314, 4]
[0, 1.0, 0]
[0, 0.9917088, 0]
[6, 0.7914624, 6]
[7, 1.0, 7]
[5, 1.0, 5]
[0, 0.99999857, 0]
[3, 0.9661389, 3]
[5, 1.0, 5]
[9, 0.9999912, 9]
[6, 0.77778786, 6]
[8, 1.0, 8]
[2, 0.75192034, 0]
[0, 0.552622, 6]
[4, 0.68794656, 4]
[6, 0.9034672, 6]
[2, 0.99957913, 2]
[9, 0.9997259, 9]
[6, 0.74547565, 6]
[7, 1.0, 7]
[7, 1.0, 7]
[1, 1.0, 1]
[4, 0.9996784, 4]
[4, 0.76032716, 2]
[0, 0.8853019, 6]
[5, 1.0, 5]
[0, 0.99999905, 3]
[9, 0.9999999, 9]
[9, 0.9999918, 9]
[8, 1.0, 8]
[8, 1.0, 8]
[3, 0.9999993, 3]
[6, 0.6492334, 0]
[2, 0.7341936, 2]
[4, 0.9388582, 4]
[6, 0.9999999, 6]
[6, 0.99999964, 6]
[3, 1.0, 3]
[2, 0.99570686, 2]
[3, 0.9999877, 3]
[5, 0.9961648, 5]
[2, 0.47634766, 4]
[9, 0.9982845, 9]
[3, 0.9667331, 3]
[4, 0.9877578, 4]
[7, 1.0, 7]
[7, 1.0, 7]
[0, 0.5211034, 0]
[3, 1.0, 3]
[5, 1.0, 5]
[5, 1.0, 5]
[6, 0.5903481, 6]
[3, 0.38586274, 0]
[5, 1.0, 5]
[9, 0.9998803, 9]
[6, 0.8591673, 6]
[3, 1.0, 3]
[7, 0.9999982, 7]
[5, 1.0, 5]
[1, 1.0, 1]
[9, 0.99995923, 9]
[8, 1.0, 8]
[8, 1.0, 8]
[9, 0.9996469, 9]
[9, 0.99873465, 9]
[2, 0.9941502, 2]
[7, 0.9962327, 7]
[2, 0.99626005, 2]
[2, 0.9928639, 2]
[3, 1.0, 3]
[8, 1.0, 8]
[7, 1.0, 7]
[4, 0.45238653, 6]
[4, 0.85062414, 4]
[5, 1.0, 5]
[4, 0.7165849, 4]
[3, 0.9122691, 3]
[6, 0.9999726, 6]
[1, 1.0, 1]
[4, 0.99922466, 4]
[9, 0.9999999, 9]
[3, 1.0, 3]
[1, 1.0, 1]
[6, 1.0, 6]
[5, 1.0, 5]
[0, 0.99999475, 0]
[5, 1.0, 5]
[7, 1.0, 7]
